"id","confidence","support","class_suppport","var_length","levels_length","var_nbr_scaled","levels_nbr_scaled","cond","Ypred","var_used"
125,0.857142857142857,0.0229508196721311,0.0593220338983051,5,5,0.833333333333333,0.833333333333333,"X[,3] %in% c('n') & X[,4] %in% c('y') & X[,9] %in% c('n') & X[,10] %in% c('n') & X[,12] %in% c('n')","'republican'","V3,V4,V9,V10,V12"
126,0.976744186046512,0.140983606557377,0.364406779661017,5,5,0.833333333333333,0.833333333333333,"X[,3] %in% c('n') & X[,4] %in% c('y') & X[,9] %in% c('n') & X[,10] %in% c('n') & X[,12] %in% c('y')","'republican'","V3,V4,V9,V10,V12"
127,1,0.2,0.32620320855615,5,5,0.833333333333333,0.833333333333333,"X[,3] %in% c('y') & X[,4] %in% c('n') & X[,5] %in% c('n') & X[,9] %in% c('y') & X[,10] %in% c('y')","'democrat'","V3,V4,V5,V9,V10"
128,0.972972972972973,0.121311475409836,0.197860962566845,4,4,0.666666666666667,0.666666666666667,"X[,1] %in% c('n') & X[,5] %in% c('n') & X[,7] %in% c('y') & X[,13] %in% c('n')","'democrat'","V1,V5,V7,V13"
129,1,0.239344262295082,0.390374331550802,4,4,0.666666666666667,0.666666666666667,"X[,1] %in% c('y') & X[,5] %in% c('n') & X[,7] %in% c('y') & X[,14] %in% c('n')","'democrat'","V1,V5,V7,V14"
130,1,0.0327868852459016,0.053475935828877,4,4,0.666666666666667,0.666666666666667,"X[,5] %in% c('y') & X[,12] %in% c('n') & X[,14] %in% c('n') & X[,16] %in% c('y')","'democrat'","V5,V12,V14,V16"
131,1,0.039344262295082,0.0641711229946524,4,4,0.666666666666667,0.666666666666667,"X[,5] %in% c('y') & X[,11] %in% c('y') & X[,12] %in% c('n') & X[,14] %in% c('y')","'democrat'","V5,V11,V12,V14"
132,1,0.0426229508196721,0.0695187165775401,5,5,0.833333333333333,0.833333333333333,"X[,1] %in% c('n') & X[,4] %in% c('n') & X[,5] %in% c('n') & X[,7] %in% c('y') & X[,13] %in% c('y')","'democrat'","V1,V4,V5,V7,V13"
133,0.833333333333333,0.019672131147541,0.0508474576271186,5,5,0.833333333333333,0.833333333333333,"X[,5] %in% c('y') & X[,11] %in% c('n') & X[,12] %in% c('n') & X[,14] %in% c('y') & X[,16] %in% c('n')","'republican'","V5,V11,V12,V14,V16"
134,1,0.101639344262295,0.26271186440678,5,5,0.833333333333333,0.833333333333333,"X[,5] %in% c('y') & X[,11] %in% c('n') & X[,12] %in% c('y') & X[,15] %in% c('n') & X[,16] %in% c('n')","'republican'","V5,V11,V12,V15,V16"
135,0.8,0.0327868852459016,0.0847457627118644,6,6,1,1,"X[,5] %in% c('y') & X[,7] %in% c('y') & X[,11] %in% c('n') & X[,12] %in% c('n') & X[,14] %in% c('y') & X[,16] %in% c('y')","'republican'","V5,V7,V11,V12,V14,V16"
136,1,0.0885245901639344,0.228813559322034,6,6,1,1,"X[,5] %in% c('y') & X[,10] %in% c('y') & X[,11] %in% c('n') & X[,12] %in% c('y') & X[,15] %in% c('n') & X[,16] %in% c('y')","'republican'","V5,V10,V11,V12,V15,V16"
137,0.976190476190476,0.275409836065574,0.711864406779661,3,3,0.5,0.5,"X[,3] %in% c('n') & X[,4] %in% c('y') & X[,7] %in% c('n')","'republican'","V3,V4,V7"
138,1,0.039344262295082,0.101694915254237,4,4,0.666666666666667,0.666666666666667,"X[,3] %in% c('n') & X[,4] %in% c('y') & X[,7] %in% c('y') & X[,12] %in% c('y')","'republican'","V3,V4,V7,V12"
139,0.96551724137931,0.19016393442623,0.310160427807487,4,4,0.666666666666667,0.666666666666667,"X[,2] %in% c('n') & X[,3] %in% c('y') & X[,9] %in% c('y') & X[,13] %in% c('n')","'democrat'","V2,V3,V9,V13"
140,1,0.0852459016393443,0.13903743315508,4,4,0.666666666666667,0.666666666666667,"X[,3] %in% c('y') & X[,5] %in% c('n') & X[,9] %in% c('y') & X[,13] %in% c('y')","'democrat'","V3,V5,V9,V13"
141,1,0.108196721311475,0.176470588235294,5,5,0.833333333333333,0.833333333333333,"X[,2] %in% c('y') & X[,3] %in% c('y') & X[,9] %in% c('y') & X[,11] %in% c('n') & X[,13] %in% c('n')","'democrat'","V2,V3,V9,V11,V13"
142,0.941176470588235,0.0557377049180328,0.0909090909090909,5,5,0.833333333333333,0.833333333333333,"X[,2] %in% c('y') & X[,3] %in% c('y') & X[,9] %in% c('y') & X[,11] %in% c('y') & X[,13] %in% c('n')","'democrat'","V2,V3,V9,V11,V13"
143,1,0.0655737704918033,0.106951871657754,3,3,0.5,0.5,"X[,4] %in% c('n') & X[,5] %in% c('y') & X[,10] %in% c('n')","'democrat'","V4,V5,V10"
144,0.977777777777778,0.295081967213115,0.76271186440678,3,3,0.5,0.5,"X[,4] %in% c('y') & X[,9] %in% c('n') & X[,11] %in% c('n')","'republican'","V4,V9,V11"
145,1,0.0459016393442623,0.11864406779661,4,4,0.666666666666667,0.666666666666667,"X[,4] %in% c('y') & X[,9] %in% c('y') & X[,11] %in% c('n') & X[,16] %in% c('y')","'republican'","V4,V9,V11,V16"
146,1,0.0327868852459016,0.0847457627118644,5,5,0.833333333333333,0.833333333333333,"X[,2] %in% c('y') & X[,3] %in% c('n') & X[,4] %in% c('y') & X[,9] %in% c('n') & X[,11] %in% c('y')","'republican'","V2,V3,V4,V9,V11"
147,0.875,0.0262295081967213,0.0677966101694915,3,3,0.5,0.5,"X[,4] %in% c('y') & X[,11] %in% c('n') & X[,15] %in% c('y')","'republican'","V4,V11,V15"
148,0.833333333333333,0.039344262295082,0.101694915254237,4,4,0.666666666666667,0.666666666666667,"X[,1] %in% c('y') & X[,4] %in% c('y') & X[,15] %in% c('n') & X[,16] %in% c('y')","'republican'","V1,V4,V15,V16"
149,0.9,0.0327868852459016,0.0847457627118644,5,5,0.833333333333333,0.833333333333333,"X[,1] %in% c('n') & X[,4] %in% c('y') & X[,9] %in% c('y') & X[,15] %in% c('n') & X[,16] %in% c('y')","'republican'","V1,V4,V9,V15,V16"
150,1,0.0688524590163934,0.177966101694915,6,6,1,1,"X[,1] %in% c('n') & X[,2] %in% c('n') & X[,4] %in% c('y') & X[,9] %in% c('n') & X[,15] %in% c('n') & X[,16] %in% c('y')","'republican'","V1,V2,V4,V9,V15,V16"
151,1,0.118032786885246,0.305084745762712,3,3,0.5,0.5,"X[,2] %in% c('n') & X[,4] %in% c('y') & X[,16] %in% c('y')","'republican'","V2,V4,V16"
152,0.888888888888889,0.0295081967213115,0.076271186440678,4,4,0.666666666666667,0.666666666666667,"X[,2] %in% c('n') & X[,4] %in% c('y') & X[,10] %in% c('n') & X[,16] %in% c('n')","'republican'","V2,V4,V10,V16"
153,1,0.0229508196721311,0.0593220338983051,4,4,0.666666666666667,0.666666666666667,"X[,2] %in% c('n') & X[,4] %in% c('y') & X[,10] %in% c('y') & X[,16] %in% c('n')","'republican'","V2,V4,V10,V16"
154,0.979591836734694,0.160655737704918,0.415254237288136,4,4,0.666666666666667,0.666666666666667,"X[,2] %in% c('y') & X[,3] %in% c('n') & X[,4] %in% c('y') & X[,11] %in% c('n')","'republican'","V2,V3,V4,V11"
155,0.833333333333333,0.039344262295082,0.101694915254237,4,4,0.666666666666667,0.666666666666667,"X[,2] %in% c('y') & X[,3] %in% c('n') & X[,4] %in% c('y') & X[,11] %in% c('y')","'republican'","V2,V3,V4,V11"
156,1,0.0950819672131148,0.155080213903743,2,2,0.333333333333333,0.333333333333333,"X[,4] %in% c('n') & X[,9] %in% c('n')","'democrat'","V4,V9"
157,0.875,0.0262295081967213,0.0677966101694915,4,4,0.666666666666667,0.666666666666667,"X[,4] %in% c('y') & X[,9] %in% c('n') & X[,10] %in% c('n') & X[,12] %in% c('n')","'republican'","V4,V9,V10,V12"
158,1,0.147540983606557,0.38135593220339,4,4,0.666666666666667,0.666666666666667,"X[,4] %in% c('y') & X[,9] %in% c('n') & X[,10] %in% c('y') & X[,11] %in% c('n')","'republican'","V4,V9,V10,V11"
159,1,0.0950819672131148,0.155080213903743,4,4,0.666666666666667,0.666666666666667,"X[,5] %in% c('n') & X[,6] %in% c('y') & X[,9] %in% c('y') & X[,10] %in% c('y')","'democrat'","V5,V6,V9,V10"
160,0.833333333333333,0.019672131147541,0.0508474576271186,6,6,1,1,"X[,4] %in% c('y') & X[,9] %in% c('n') & X[,10] %in% c('n') & X[,11] %in% c('y') & X[,12] %in% c('y') & X[,16] %in% c('y')","'republican'","V4,V9,V10,V11,V12,V16"
161,1,0.0295081967213115,0.076271186440678,6,6,1,1,"X[,4] %in% c('y') & X[,5] %in% c('y') & X[,9] %in% c('y') & X[,10] %in% c('y') & X[,11] %in% c('n') & X[,14] %in% c('y')","'republican'","V4,V5,V9,V10,V11,V14"
162,1,0.0622950819672131,0.101604278074866,3,3,0.5,0.5,"X[,4] %in% c('n') & X[,5] %in% c('y') & X[,8] %in% c('n')","'democrat'","V4,V5,V8"
163,0.987951807228916,0.272131147540984,0.703389830508475,3,3,0.5,0.5,"X[,4] %in% c('y') & X[,11] %in% c('n') & X[,12] %in% c('y')","'republican'","V4,V11,V12"
164,1,0.039344262295082,0.101694915254237,5,5,0.833333333333333,0.833333333333333,"X[,1] %in% c('n') & X[,4] %in% c('y') & X[,11] %in% c('n') & X[,12] %in% c('n') & X[,15] %in% c('n')","'republican'","V1,V4,V11,V12,V15"
165,0.8,0.0327868852459016,0.0847457627118644,5,5,0.833333333333333,0.833333333333333,"X[,4] %in% c('y') & X[,6] %in% c('y') & X[,11] %in% c('y') & X[,15] %in% c('n') & X[,16] %in% c('y')","'republican'","V4,V6,V11,V15,V16"
166,0.8,0.0327868852459016,0.053475935828877,3,3,0.5,0.5,"X[,3] %in% c('n') & X[,7] %in% c('y') & X[,15] %in% c('y')","'democrat'","V3,V7,V15"
167,1,0.436065573770492,0.711229946524064,3,3,0.5,0.5,"X[,3] %in% c('y') & X[,4] %in% c('n') & X[,5] %in% c('n')","'democrat'","V3,V4,V5"
168,0.777777777777778,0.0295081967213115,0.076271186440678,4,4,0.666666666666667,0.666666666666667,"X[,1] %in% c('y') & X[,3] %in% c('n') & X[,7] %in% c('n') & X[,15] %in% c('n')","'republican'","V1,V3,V7,V15"
169,0.9375,0.0524590163934426,0.135593220338983,4,4,0.666666666666667,0.666666666666667,"X[,3] %in% c('n') & X[,4] %in% c('y') & X[,7] %in% c('y') & X[,15] %in% c('n')","'republican'","V3,V4,V7,V15"
170,1,0.0622950819672131,0.101604278074866,4,4,0.666666666666667,0.666666666666667,"X[,3] %in% c('y') & X[,4] %in% c('n') & X[,5] %in% c('y') & X[,11] %in% c('y')","'democrat'","V3,V4,V5,V11"
171,1,0.390163934426229,0.636363636363636,2,2,0.333333333333333,0.333333333333333,"X[,4] %in% c('n') & X[,14] %in% c('n')","'democrat'","V4,V14"
172,1,0.104918032786885,0.171122994652406,3,3,0.5,0.5,"X[,4] %in% c('n') & X[,11] %in% c('y') & X[,14] %in% c('y')","'democrat'","V4,V11,V14"
173,1,0.0491803278688525,0.0802139037433155,4,4,0.666666666666667,0.666666666666667,"X[,2] %in% c('n') & X[,4] %in% c('n') & X[,11] %in% c('n') & X[,14] %in% c('y')","'democrat'","V2,V4,V11,V14"
174,0.909090909090909,0.0360655737704918,0.0588235294117647,4,4,0.666666666666667,0.666666666666667,"X[,2] %in% c('y') & X[,4] %in% c('n') & X[,11] %in% c('n') & X[,14] %in% c('y')","'democrat'","V2,V4,V11,V14"
175,0.9375,0.0524590163934426,0.135593220338983,4,4,0.666666666666667,0.666666666666667,"X[,4] %in% c('y') & X[,11] %in% c('n') & X[,12] %in% c('n') & X[,16] %in% c('y')","'republican'","V4,V11,V12,V16"
176,0.980769230769231,0.170491803278689,0.440677966101695,4,4,0.666666666666667,0.666666666666667,"X[,4] %in% c('y') & X[,11] %in% c('n') & X[,12] %in% c('y') & X[,16] %in% c('y')","'republican'","V4,V11,V12,V16"
177,0.846153846153846,0.0426229508196721,0.110169491525424,4,4,0.666666666666667,0.666666666666667,"X[,3] %in% c('n') & X[,4] %in% c('y') & X[,11] %in% c('y') & X[,14] %in% c('y')","'republican'","V3,V4,V11,V14"
178,1,0.0491803278688525,0.0802139037433155,4,4,0.666666666666667,0.666666666666667,"X[,3] %in% c('y') & X[,4] %in% c('n') & X[,5] %in% c('y') & X[,9] %in% c('n')","'democrat'","V3,V4,V5,V9"
179,0.916666666666667,0.039344262295082,0.0641711229946524,4,4,0.666666666666667,0.666666666666667,"X[,3] %in% c('y') & X[,4] %in% c('n') & X[,5] %in% c('y') & X[,9] %in% c('y')","'democrat'","V3,V4,V5,V9"
180,1,0.281967213114754,0.728813559322034,5,5,0.833333333333333,0.833333333333333,"X[,3] %in% c('n') & X[,4] %in% c('y') & X[,11] %in% c('n') & X[,14] %in% c('y') & X[,15] %in% c('n')","'republican'","V3,V4,V11,V14,V15"
181,1,0.0262295081967213,0.0677966101694915,5,5,0.833333333333333,0.833333333333333,"X[,3] %in% c('y') & X[,4] %in% c('y') & X[,10] %in% c('y') & X[,11] %in% c('n') & X[,13] %in% c('y')","'republican'","V3,V4,V10,V11,V13"
182,1,0.288524590163934,0.470588235294118,2,2,0.333333333333333,0.333333333333333,"X[,4] %in% c('n') & X[,10] %in% c('n')","'democrat'","V4,V10"
183,1,0.0360655737704918,0.0588235294117647,3,3,0.5,0.5,"X[,4] %in% c('n') & X[,10] %in% c('y') & X[,12] %in% c('y')","'democrat'","V4,V10,V12"
184,0.977777777777778,0.147540983606557,0.38135593220339,3,3,0.5,0.5,"X[,2] %in% c('n') & X[,4] %in% c('y') & X[,15] %in% c('n')","'republican'","V2,V4,V15"
185,0.818181818181818,0.0360655737704918,0.0932203389830508,3,3,0.5,0.5,"X[,4] %in% c('y') & X[,14] %in% c('y') & X[,15] %in% c('y')","'republican'","V4,V14,V15"
186,1,0.108196721311475,0.176470588235294,4,4,0.666666666666667,0.666666666666667,"X[,4] %in% c('n') & X[,10] %in% c('y') & X[,11] %in% c('y') & X[,12] %in% c('n')","'democrat'","V4,V10,V11,V12"
187,0.916666666666667,0.039344262295082,0.101694915254237,4,4,0.666666666666667,0.666666666666667,"X[,2] %in% c('y') & X[,4] %in% c('y') & X[,7] %in% c('y') & X[,15] %in% c('n')","'republican'","V2,V4,V7,V15"
188,1,0.124590163934426,0.203208556149733,5,5,0.833333333333333,0.833333333333333,"X[,4] %in% c('n') & X[,5] %in% c('n') & X[,10] %in% c('y') & X[,11] %in% c('n') & X[,12] %in% c('n')","'democrat'","V4,V5,V10,V11,V12"
189,0.75,0.0262295081967213,0.0677966101694915,5,5,0.833333333333333,0.833333333333333,"X[,1] %in% c('y') & X[,2] %in% c('y') & X[,4] %in% c('y') & X[,7] %in% c('n') & X[,15] %in% c('n')","'republican'","V1,V2,V4,V7,V15"
190,1,0.0327868852459016,0.053475935828877,3,3,0.5,0.5,"X[,3] %in% c('n') & X[,4] %in% c('n') & X[,15] %in% c('y')","'democrat'","V3,V4,V15"
191,0.962962962962963,0.0885245901639344,0.144385026737968,3,3,0.5,0.5,"X[,3] %in% c('y') & X[,4] %in% c('n') & X[,5] %in% c('y')","'democrat'","V3,V4,V5"
192,1,0.0918032786885246,0.149732620320856,4,4,0.666666666666667,0.666666666666667,"X[,3] %in% c('y') & X[,4] %in% c('n') & X[,5] %in% c('n') & X[,14] %in% c('y')","'democrat'","V3,V4,V5,V14"
193,0.789473684210526,0.0622950819672131,0.161016949152542,4,4,0.666666666666667,0.666666666666667,"X[,3] %in% c('y') & X[,4] %in% c('y') & X[,5] %in% c('y') & X[,16] %in% c('y')","'republican'","V3,V4,V5,V16"
194,0.833333333333333,0.019672131147541,0.0508474576271186,5,5,0.833333333333333,0.833333333333333,"X[,3] %in% c('n') & X[,9] %in% c('n') & X[,13] %in% c('n') & X[,15] %in% c('n') & X[,16] %in% c('y')","'republican'","V3,V9,V13,V15,V16"
195,1,0.147540983606557,0.38135593220339,6,6,1,1,"X[,3] %in% c('n') & X[,4] %in% c('y') & X[,9] %in% c('n') & X[,13] %in% c('y') & X[,15] %in% c('n') & X[,16] %in% c('y')","'republican'","V3,V4,V9,V13,V15,V16"
196,0.971428571428571,0.114754098360656,0.18716577540107,2,2,0.333333333333333,0.333333333333333,"X[,4] %in% c('n') & X[,5] %in% c('y')","'democrat'","V4,V5"
197,1,0.019672131147541,0.0508474576271186,4,4,0.666666666666667,0.666666666666667,"X[,3] %in% c('n') & X[,4] %in% c('y') & X[,5] %in% c('y') & X[,9] %in% c('y')","'republican'","V3,V4,V5,V9"
198,0.988235294117647,0.278688524590164,0.720338983050847,5,5,0.833333333333333,0.833333333333333,"X[,4] %in% c('y') & X[,5] %in% c('y') & X[,9] %in% c('n') & X[,11] %in% c('n') & X[,15] %in% c('n')","'republican'","V4,V5,V9,V11,V15"
199,1,0.0360655737704918,0.0932203389830508,4,4,0.666666666666667,0.666666666666667,"X[,4] %in% c('y') & X[,5] %in% c('y') & X[,9] %in% c('y') & X[,11] %in% c('n')","'republican'","V4,V5,V9,V11"
200,1,0.0688524590163934,0.112299465240642,4,4,0.666666666666667,0.666666666666667,"X[,2] %in% c('y') & X[,3] %in% c('y') & X[,5] %in% c('y') & X[,11] %in% c('y')","'democrat'","V2,V3,V5,V11"
201,0.857142857142857,0.0229508196721311,0.0593220338983051,5,5,0.833333333333333,0.833333333333333,"X[,3] %in% c('n') & X[,4] %in% c('y') & X[,5] %in% c('y') & X[,10] %in% c('n') & X[,11] %in% c('y')","'republican'","V3,V4,V5,V10,V11"
202,1,0.019672131147541,0.0508474576271186,5,5,0.833333333333333,0.833333333333333,"X[,3] %in% c('n') & X[,4] %in% c('y') & X[,5] %in% c('y') & X[,10] %in% c('y') & X[,11] %in% c('y')","'republican'","V3,V4,V5,V10,V11"
203,0.954545454545455,0.144262295081967,0.372881355932203,6,6,1,1,"X[,5] %in% c('y') & X[,9] %in% c('n') & X[,10] %in% c('n') & X[,11] %in% c('n') & X[,14] %in% c('y') & X[,15] %in% c('n')","'republican'","V5,V9,V10,V11,V14,V15"
204,0.976744186046512,0.140983606557377,0.364406779661017,6,6,1,1,"X[,5] %in% c('y') & X[,9] %in% c('n') & X[,10] %in% c('y') & X[,11] %in% c('n') & X[,14] %in% c('y') & X[,15] %in% c('n')","'republican'","V5,V9,V10,V11,V14,V15"
205,1,0.0327868852459016,0.053475935828877,3,3,0.5,0.5,"X[,3] %in% c('n') & X[,4] %in% c('n') & X[,12] %in% c('n')","'democrat'","V3,V4,V12"
206,1,0.039344262295082,0.0641711229946524,3,3,0.5,0.5,"X[,3] %in% c('y') & X[,4] %in% c('n') & X[,8] %in% c('n')","'democrat'","V3,V4,V8"
207,0.993243243243243,0.485245901639344,0.79144385026738,3,3,0.5,0.5,"X[,3] %in% c('y') & X[,4] %in% c('n') & X[,8] %in% c('y')","'democrat'","V3,V4,V8"
208,1,0.019672131147541,0.0508474576271186,4,4,0.666666666666667,0.666666666666667,"X[,3] %in% c('y') & X[,4] %in% c('y') & X[,8] %in% c('y') & X[,13] %in% c('n')","'republican'","V3,V4,V8,V13"
209,1,0.0360655737704918,0.0932203389830508,5,5,0.833333333333333,0.833333333333333,"X[,3] %in% c('n') & X[,4] %in% c('y') & X[,9] %in% c('n') & X[,12] %in% c('n') & X[,15] %in% c('n')","'republican'","V3,V4,V9,V12,V15"
210,0.9375,0.0524590163934426,0.135593220338983,5,5,0.833333333333333,0.833333333333333,"X[,2] %in% c('n') & X[,3] %in% c('n') & X[,7] %in% c('n') & X[,10] %in% c('n') & X[,15] %in% c('n')","'republican'","V2,V3,V7,V10,V15"
211,1,0.0819672131147541,0.211864406779661,6,6,1,1,"X[,2] %in% c('y') & X[,3] %in% c('n') & X[,4] %in% c('y') & X[,7] %in% c('n') & X[,10] %in% c('n') & X[,15] %in% c('n')","'republican'","V2,V3,V4,V7,V10,V15"
212,0.857142857142857,0.0229508196721311,0.0593220338983051,6,6,1,1,"X[,5] %in% c('y') & X[,7] %in% c('y') & X[,8] %in% c('n') & X[,11] %in% c('n') & X[,14] %in% c('y') & X[,16] %in% c('y')","'republican'","V5,V7,V8,V11,V14,V16"
213,0.857142857142857,0.0229508196721311,0.0593220338983051,4,4,0.666666666666667,0.666666666666667,"X[,5] %in% c('y') & X[,7] %in% c('y') & X[,14] %in% c('y') & X[,15] %in% c('y')","'republican'","V5,V7,V14,V15"
214,1,0.140983606557377,0.364406779661017,6,6,1,1,"X[,3] %in% c('n') & X[,4] %in% c('y') & X[,5] %in% c('y') & X[,10] %in% c('n') & X[,11] %in% c('n') & X[,15] %in% c('n')","'republican'","V3,V4,V5,V10,V11,V15"
215,0.833333333333333,0.019672131147541,0.0508474576271186,6,6,1,1,"X[,3] %in% c('n') & X[,4] %in% c('y') & X[,5] %in% c('y') & X[,10] %in% c('n') & X[,11] %in% c('y') & X[,15] %in% c('n')","'republican'","V3,V4,V5,V10,V11,V15"
216,0.8,0.0327868852459016,0.0847457627118644,3,3,0.5,0.5,"X[,3] %in% c('n') & X[,5] %in% c('y') & X[,13] %in% c('n')","'republican'","V3,V5,V13"
217,0.933333333333333,0.0491803278688525,0.127118644067797,4,4,0.666666666666667,0.666666666666667,"X[,3] %in% c('n') & X[,7] %in% c('y') & X[,13] %in% c('y') & X[,15] %in% c('n')","'republican'","V3,V7,V13,V15"
218,0.974358974358974,0.127868852459016,0.330508474576271,5,5,0.833333333333333,0.833333333333333,"X[,3] %in% c('n') & X[,7] %in% c('n') & X[,10] %in% c('y') & X[,13] %in% c('y') & X[,15] %in% c('n')","'republican'","V3,V7,V10,V13,V15"
219,0.928571428571429,0.0459016393442623,0.11864406779661,6,6,1,1,"X[,2] %in% c('n') & X[,3] %in% c('n') & X[,7] %in% c('n') & X[,10] %in% c('n') & X[,13] %in% c('y') & X[,15] %in% c('n')","'republican'","V2,V3,V7,V10,V13,V15"
220,0.925925925925926,0.0885245901639344,0.228813559322034,6,6,1,1,"X[,2] %in% c('y') & X[,3] %in% c('n') & X[,7] %in% c('n') & X[,10] %in% c('n') & X[,13] %in% c('y') & X[,15] %in% c('n')","'republican'","V2,V3,V7,V10,V13,V15"
221,1,0.140983606557377,0.364406779661017,4,4,0.666666666666667,0.666666666666667,"X[,3] %in% c('n') & X[,4] %in% c('y') & X[,8] %in% c('n') & X[,10] %in% c('y')","'republican'","V3,V4,V8,V10"
222,1,0.039344262295082,0.101694915254237,4,4,0.666666666666667,0.666666666666667,"X[,3] %in% c('n') & X[,8] %in% c('y') & X[,13] %in% c('y') & X[,15] %in% c('n')","'republican'","V3,V8,V13,V15"
223,1,0.0262295081967213,0.0677966101694915,4,4,0.666666666666667,0.666666666666667,"X[,3] %in% c('y') & X[,4] %in% c('y') & X[,8] %in% c('y') & X[,11] %in% c('n')","'republican'","V3,V4,V8,V11"
224,0.833333333333333,0.019672131147541,0.0508474576271186,6,6,1,1,"X[,3] %in% c('n') & X[,4] %in% c('y') & X[,8] %in% c('n') & X[,10] %in% c('n') & X[,12] %in% c('n') & X[,13] %in% c('y')","'republican'","V3,V4,V8,V10,V12,V13"
225,0.972972972972973,0.121311475409836,0.313559322033898,6,6,1,1,"X[,3] %in% c('n') & X[,4] %in% c('y') & X[,8] %in% c('n') & X[,10] %in% c('n') & X[,12] %in% c('y') & X[,13] %in% c('y')","'republican'","V3,V4,V8,V10,V12,V13"
226,1,0.0688524590163934,0.112299465240642,2,2,0.333333333333333,0.333333333333333,"X[,4] %in% c('n') & X[,12] %in% c('y')","'democrat'","V4,V12"
227,0.8,0.0327868852459016,0.0847457627118644,3,3,0.5,0.5,"X[,3] %in% c('y') & X[,4] %in% c('y') & X[,12] %in% c('n')","'republican'","V3,V4,V12"
228,1,0.321311475409836,0.524064171122995,4,4,0.666666666666667,0.666666666666667,"X[,3] %in% c('y') & X[,4] %in% c('n') & X[,12] %in% c('n') & X[,15] %in% c('y')","'democrat'","V3,V4,V12,V15"
229,0.75,0.0262295081967213,0.0677966101694915,5,5,0.833333333333333,0.833333333333333,"X[,3] %in% c('n') & X[,5] %in% c('y') & X[,9] %in% c('n') & X[,10] %in% c('n') & X[,12] %in% c('n')","'republican'","V3,V5,V9,V10,V12"
230,1,0.019672131147541,0.0508474576271186,5,5,0.833333333333333,0.833333333333333,"X[,3] %in% c('n') & X[,5] %in% c('y') & X[,9] %in% c('n') & X[,10] %in% c('y') & X[,12] %in% c('n')","'republican'","V3,V5,V9,V10,V12"
231,1,0.0885245901639344,0.144385026737968,5,5,0.833333333333333,0.833333333333333,"X[,1] %in% c('y') & X[,3] %in% c('y') & X[,4] %in% c('n') & X[,12] %in% c('n') & X[,15] %in% c('n')","'democrat'","V1,V3,V4,V12,V15"
232,1,0.039344262295082,0.0641711229946524,4,4,0.666666666666667,0.666666666666667,"X[,1] %in% c('y') & X[,4] %in% c('n') & X[,5] %in% c('y') & X[,14] %in% c('y')","'democrat'","V1,V4,V5,V14"
233,1,0.0426229508196721,0.110169491525424,4,4,0.666666666666667,0.666666666666667,"X[,1] %in% c('y') & X[,4] %in% c('y') & X[,11] %in% c('n') & X[,14] %in% c('y')","'republican'","V1,V4,V11,V14"
234,0.987341772151899,0.259016393442623,0.669491525423729,5,5,0.833333333333333,0.833333333333333,"X[,1] %in% c('n') & X[,3] %in% c('n') & X[,4] %in% c('y') & X[,11] %in% c('n') & X[,14] %in% c('y')","'republican'","V1,V3,V4,V11,V14"
235,0.916666666666667,0.039344262295082,0.101694915254237,5,5,0.833333333333333,0.833333333333333,"X[,1] %in% c('n') & X[,3] %in% c('y') & X[,4] %in% c('y') & X[,11] %in% c('n') & X[,14] %in% c('y')","'republican'","V1,V3,V4,V11,V14"
236,0.888888888888889,0.0295081967213115,0.076271186440678,6,6,1,1,"X[,1] %in% c('n') & X[,3] %in% c('n') & X[,4] %in% c('y') & X[,7] %in% c('n') & X[,11] %in% c('y') & X[,14] %in% c('y')","'republican'","V1,V3,V4,V7,V11,V14"
237,1,0.147540983606557,0.240641711229947,3,3,0.5,0.5,"X[,1] %in% c('n') & X[,4] %in% c('n') & X[,15] %in% c('y')","'democrat'","V1,V4,V15"
238,1,0.0491803278688525,0.0802139037433155,4,4,0.666666666666667,0.666666666666667,"X[,1] %in% c('n') & X[,4] %in% c('n') & X[,5] %in% c('n') & X[,15] %in% c('n')","'democrat'","V1,V4,V5,V15"
239,0.923076923076923,0.0426229508196721,0.110169491525424,4,4,0.666666666666667,0.666666666666667,"X[,1] %in% c('n') & X[,4] %in% c('y') & X[,12] %in% c('n') & X[,15] %in% c('n')","'republican'","V1,V4,V12,V15"
240,1,0.0229508196721311,0.0593220338983051,4,4,0.666666666666667,0.666666666666667,"X[,4] %in% c('y') & X[,8] %in% c('y') & X[,14] %in% c('y') & X[,15] %in% c('y')","'republican'","V4,V8,V14,V15"
241,0.987012987012987,0.252459016393443,0.652542372881356,5,5,0.833333333333333,0.833333333333333,"X[,1] %in% c('n') & X[,3] %in% c('n') & X[,4] %in% c('y') & X[,12] %in% c('y') & X[,15] %in% c('n')","'republican'","V1,V3,V4,V12,V15"
242,0.958333333333333,0.236065573770492,0.385026737967914,2,2,0.333333333333333,0.333333333333333,"X[,2] %in% c('n') & X[,5] %in% c('n')","'democrat'","V2,V5"
243,1,0.0819672131147541,0.133689839572192,3,3,0.5,0.5,"X[,2] %in% c('y') & X[,5] %in% c('n') & X[,6] %in% c('y')","'democrat'","V2,V5,V6"
244,1,0.147540983606557,0.240641711229947,4,4,0.666666666666667,0.666666666666667,"X[,2] %in% c('y') & X[,5] %in% c('n') & X[,6] %in% c('n') & X[,14] %in% c('n')","'democrat'","V2,V5,V6,V14"
